"title","price","store","link","gpu","ram","storage","cpu","screen"
"[2025] HIDevolution ASUS ROG Strix G18 G814PM 18"" WQXGA 240Hz IPS-Level, 2.4 GHz Ryzen 9 8940HX, RTX 5060, 32 GB DDR5 RAM, 1 TB PCIe SSD, Windows 11 Home","$2,049.00 ","Newegg","https://www.newegg.com/asus-rog-strix-g18-18-0-geforce-rtx-5060-laptop-gpu-amd-ryzen-9-8940hx-wqxga-32gb-memory-1-tb-ssd/p/2WC-000N-0G7B0","RTX 5060","32GB","32GB SSD","","18-inch"
"ASUS ROG Strix G18 - 18"" WQXGA 240 Hz - Intel Core Ultra 9 275HX - GeForce RTX 5070 Laptop GPU - 32GB Memory DDR5 5600 - 2TB PCIe 4.0 NVMe M.2 SSD - Windows 11 Pro (90NR0LK1-M000D0 )","$2,299.00 ","Newegg","https://www.newegg.com/asus-rog-strix-g18-18-geforce-rtx-5070-laptop-gpu-intel-core-ultra-9-275hx-wqxga-32gb-memory-2tb-pcie-4-0-nvme-m-2-ssd/p/N82E16834236596","RTX 5070","32GB","32GB SSD","","18-inch"
"ASUS ROG Strix G18 (2025) Gaming Laptop, 18” ROG FHD+ 16:10 144Hz, NVIDIA GeForce RTX™ 5050, AMD Ryzen 9 8940HX, 16GB DDR5-5200Mhz, 1TB PCIe Gen 4 SSD, Wi-Fi 6E, Windows 11 Home (G814PH-ES94 )","$1,399.00 ","Newegg","https://www.newegg.com/asus-rog-strix-g18-18-0-geforce-rtx-5050-laptop-gpu-amd-ryzen-9-8940hx-wuxga-16gb-memory-1tb-pcie-gen-4-ssd-ssd/p/N82E16834236648","","16GB","16GB SSD","Amd Ryzen 9","18-inch"
"ASUS ROG Strix G18 - 18"" WQXGA 240 Hz - AMD Ryzen 9 8940HX - GeForce RTX 5060 Laptop GPU - 32GB Memory DDR5 5200 - 1TB PCIe SSD - Windows 11 Home (90NR0L28-M000A0 )","$1,849.99 ","Newegg","https://www.newegg.com/asus-rog-strix-g18-18-geforce-rtx-5060-laptop-gpu-amd-ryzen-9-8940hx-wqxga-32gb-memory-1-tb-pcie-ssd/p/N82E16834236639","RTX 5060","32GB","32GB SSD","Amd Ryzen 9","18-inch"
"ASUS ROG Strix G18 (2025) - 18"" FHD 144 Hz - AMD Ryzen 9 9955HX - GeForce RTX 5060 Laptop GPU - 16GB Memory DDR5 5600 - 2TB PCIe SSD - Windows 11 Home (G814FM-DS95 )","$2,049.00 ","Newegg","https://www.newegg.com/asus-rog-strix-g18-18-geforce-rtx-5060-laptop-gpu-amd-ryzen-9-9955hx-fhd-16gb-memory-2-tb-pcie-ssd/p/N82E16834236638","RTX 5060","16GB","16GB SSD","Amd Ryzen 9","18-inch"
"ASUS ROG Strix G18 (2025) Gaming Laptop, 18 WQXDA 240Hz AMD Ryzen 9 9955HX, NVIDIA GeForce RTX 5070 8GB VRAM 32GB DDR5-5600 RAM 1TB PCIe Gen 4 SSD Eclipse Gray","$2,199.00 ","Newegg","https://www.newegg.com/asus-rog-18-0-geforce-rtx-5070-laptop-gpu-32gb-memory-1-tb-pcie-ssd/p/2WC-000N-0GG79","RTX 5070","8GB","8GB SSD","Amd Ryzen 9","18-inch"
"Asus ROG Strix G18 G815 Gaming AI PC Laptop 18"" 2.5k (2560x1600) 240Hz (100% DCI-P3, 3ms) Intel 24-core Ultra 9 275HX 64GB DDR5 4TB SSD GeForce RTX 5060 RGB Backlit Wi-Fi7 Win11 Copilot AI","$3,011.85 ","Newegg","https://www.newegg.com/asus-18-0-2-70ghz-geforce-rtx-5060-laptop-gpu-64gb-memory-4-tb-ssd-black/p/1TS-001A-0BGJ1","RTX 5060","64GB","64GB SSD","","18-inch"
"ASUS ROG Strix G18 - 18.0"" GeForce RTX 5070 Laptop GPU - AMD Ryzen 9 8940HX - 16GB Memory - 1 TB PCIe SSD - Windows 11 Home Gaming Laptop - 240 Hz (G814PP-DS94)","$1,799.00 ","Newegg","https://www.newegg.com/asus-rog-strix-g18-18-0-geforce-rtx-5070-laptop-gpu-amd-ryzen-9-8940hx-wqxga-16gb-memory-1-tb-pcie-ssd/p/N82E16834236626","RTX 5070","16GB","16GB SSD","Amd Ryzen 9","18-inch"
"ASUS ROG Strix G18 18"" WUXGA 144Hz Gaming Laptop, Intel i9-14900HX, 16GB DDR5, 2TB Storage(1TB SSD+1TB Docking Station), GeForce RTX 5070, RGB Backlit Keyboard, Numer Pad, Win 11 Pro, Gray","$2,299.00 ","Newegg","https://www.newegg.com/asus-rog-strix-g18-18-0-geforce-rtx-5070-laptop-gpu-intel-core-i9-14900hx-wuxga-16gb-ddr5-memory-1tb-ssd/p/2WC-000N-0GR34","RTX 5070","16GB","16GB SSD","","18-inch"
"ASUS ROG Strix G18 18"" WUXGA 144Hz Gaming Laptop, Intel i9-14900HX, 16GB DDR5, 2TB Storage(1TB SSD+1TB Docking Station), GeForce RTX 5070, RGB Backlit Keyboard, Numer Pad, Win 11, Gray","$2,299.00 ","Newegg","https://www.newegg.com/asus-rog-strix-g18-18-0-geforce-rtx-5070-laptop-gpu-intel-core-i9-14900hx-wuxga-16gb-ddr5-memory-1tb-ssd/p/2WC-000N-0GR29","RTX 5070","16GB","16GB SSD","","18-inch"
"ASUS ROG Strix G18 18"" WQXGA 240Hz Gaming Laptop, Intel Ultra 9 275HX, NVIDIA RTX 5070 8GB GDDR7, 16GB DDR5, 2TB Storage(1TB SSD+1TB Docking Station Set), RGB Backlit Keyboard, Win 11, Gray","$2,449.00 ","Newegg","https://www.newegg.com/asus-rog-strix-18-0-geforce-rtx-5070-laptop-gpu-wqxga-16gb-memory/p/2WC-000N-0GNW0","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 18"" WQXGA 240Hz Gaming Laptop, Intel Ultra 9 275HX, NVIDIA RTX 5070 8GB GDDR7, 16GB DDR5, 2TB Storage(1TB SSD+1TB Docking Station Set), RGB Backlit Keyboard, Win 11 Pro, Gray","$2,449.00 ","Newegg","https://www.newegg.com/asus-rog-strix-18-0-geforce-rtx-5070-laptop-gpu-wqxga-16gb-memory/p/2WC-000N-0GNW1","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 18"" Gaming Laptop - Intel Core Ultra 9 Processor 275HX - GeForce RTX 5060, 2.5K 240Hz/3ms Nebula Display - 32GB RAM, 1TB SSD, Windows 11","$1,998.99 ","Newegg","https://www.newegg.com/asus-18/p/2WC-000N-0GC62","RTX 5060","32GB","32GB SSD","","18-inch"
"ASUS ROG Strix G18 18"" Gaming Laptop - Intel Core Ultra 9 Processor 275HX - GeForce RTX 5070TI, 2.5K 240Hz/3ms Nebula Display - 32GB RAM, 2TB SSD - Windows 11 Home","$2,879.99 ","Newegg","https://www.newegg.com/asus-18-0-geforce-rtx-5070-ti-laptop-gpu-32gb-memory-2-tb-ssd/p/2WC-000N-0GFT8","RTX 5070 Ti","32GB","32GB SSD","","18-inch"
"Asus ROG Strix G18 G815 Gaming AI Laptop 18"" 2560x1600 240Hz (100% DCI-P3) Intel 24-core Ultra 9 275HX 32GB DDR5 1TB SSD GeForce RTX 5070 (Up to 798 AI TOPS) RGB Backlit WiFi7 Win11 Copilot AI","$2,409.00 ","Newegg","https://www.newegg.com/asus-18-0-2-70ghz-geforce-rtx-5070-laptop-gpu-32gb-memory-1-tb-ssd-black/p/1TS-001A-0BKX7","RTX 5070","32GB","32GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5 512GB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$2,879.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GHA0","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5 1TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,019.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHA4","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5 1TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,019.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHB1","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5 512GB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,119.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GH99","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5 512GB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,089.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GH92","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5 2TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,119.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GH95","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5 4TB PCIe SSD, Wi-Fi 7, Windows 11 Pro ,Office 2024 License","$3,559.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-4tb-pcie-ssd-ssd/p/2WC-000N-0GH97","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5 2TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,119.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GHB5","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5 1TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,209.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHB6","RTX 5070","8GB","8GB SSD","","18-inch"
"Asus ROG Strix G18 G814 Gaming Laptop 18"" 2.5k (2560x1600) 240Hz (100% DCI-P3, 3ms) AMD 16-core Ryzen 9 9955HX 32GB DDR5 1TB SSD GeForce RTX 5070 RGB Backlit WiFi6E Win11","$3,011.85 ","Newegg","https://www.newegg.com/asus-18-0-no-geforce-rtx-5070-laptop-gpu-32gb-memory-1-tb-ssd-black/p/1TS-001A-0BDX9","RTX 5070","32GB","32GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5 2TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,309.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GHA9","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" FHD+ 144Hz, AMD Ryzen 9 8940HX 16 Cores Processor, NVIDIA GeForce RTX 5050 8GB GDDR7, 16GB DDR5 1TB PCIe SSD, Wi-Fi 6E, Windows 11 ,Office 2024 License","$2,219.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5050-laptop-gpu-2-40ghz-fhd-16gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GJZ8","RTX 5050","8GB","8GB SSD","Amd Ryzen 9","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5 1TB PCIe SSD, Wi-Fi 7, Windows 11 Pro ,Office 2024 License","$3,329.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHA6","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5 2TB PCIe SSD, Wi-Fi 7, Windows 11 Pro ,Office 2024 License","$3,319.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GH93","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5 2TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,309.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GHA7","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5 2TB PCIe SSD, Wi-Fi 7, Windows 11 Pro ,Office 2024 License","$3,319.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GHB9","RTX 5070","8GB","8GB SSD","","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" FHD+ 144Hz, AMD Ryzen 9 8940HX 16 Cores Processor, NVIDIA GeForce RTX 5050 8GB GDDR7, 32GB DDR5 512GB PCIe SSD, Wi-Fi 6E, Windows 11 ,Office 2024 License","$2,389.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5050-laptop-gpu-2-40ghz-fhd-32gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GJZ7","RTX 5050","8GB","8GB SSD","Amd Ryzen 9","18-inch"
"ASUS ROG Strix G18 18"" Gaming Laptop - Intel Core i9-14900HX Processor - GeForce RTX 5070 - WUXGA (1900x1200) 144Hz Display - 32GB RAM - 1TB SSD - Windows 11","$2,199.00 ","Newegg","https://www.newegg.com/asus-rog-18-0-geforce-rtx-5070-laptop-gpu-wuxga-32gb-ddr4-memory-1tb-ssd/p/2WC-000N-0GNB1","RTX 5070","32GB","32GB SSD","Intel Core I9","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" FHD+ 144Hz, AMD Ryzen 9 8940HX 16 Cores Processor, NVIDIA GeForce RTX 5050 8GB GDDR7, 16GB DDR5 2TB PCIe SSD, Wi-Fi 6E, Windows 11 ,Office 2024 License","$2,369.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5050-laptop-gpu-2-40ghz-fhd-16gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GK02","RTX 5050","8GB","8GB SSD","Amd Ryzen 9","18-inch"
"ASUS ROG Strix G18 Gaming Laptop, 18"" FHD+ 144Hz, AMD Ryzen 9 8940HX 16 Cores Processor, NVIDIA GeForce RTX 5050 8GB GDDR7, 32GB DDR5 1TB PCIe SSD, Wi-Fi 6E, Windows 11 ,Office 2024 License","$2,519.00 ","Newegg","https://www.newegg.com/asus-raider-18-0-geforce-rtx-5050-laptop-gpu-2-40ghz-fhd-32gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GK01","RTX 5050","8GB","8GB SSD","Amd Ryzen 9","18-inch"
